x, Tf, Ts , Tf* , Ts*
0.0,873.0,293.0,873.0,293.0
0.01,628.3116920216576,347.7633576156951,293.0,293.0
0.02,541.9284143356996,381.7537973460322,293.0,293.0
0.03,501.4840383573123,401.035263003417,293.0,293.0
0.04,472.20785733546523,408.5177614744346,293.0,293.0
0.05,444.09125746310457,406.28523367896054,293.0,293.0
0.06,414.73988403742936,396.1845662982781,293.0,293.0
0.07,383.9821256829161,379.91575778461095,293.0,293.0
0.08,352.24387548732665,359.01231940278495,293.0,293.0
0.09,320.0804412734758,334.82004966714345,293.0,293.0
0.1,288.04549312986757,308.494104436732,293.0,293.0
0.11,256.6523433340114,281.01021829771645,293.0,293.0
0.12,226.359014713822,253.18232550011516,293.0,293.0
0.13,197.5594376813887,225.68089307412674,293.0,293.0
0.14,170.57696979825968,199.04909974609348,293.0,293.0
0.15,145.6599521341439,173.7161141897227,293.0,293.0
0.16,122.9797467790588,150.00792701539672,293.0,293.0
0.17,102.6316609808274,128.15666409448863,293.0,293.0
0.18,84.63890120469527,108.30932269808882,293.0,293.0
0.19,68.95938716419052,90.53664959219076,293.0,293.0
0.2,55.49496717982614,74.84257273172224,293.0,293.0
0.21,44.10235552116609,61.174295481521405,293.0,293.0
0.22,34.604984310961655,49.43291241784207,293.0,293.0
0.23,26.804935371335024,39.484230568265204,293.0,293.0
0.24,20.494184299154462,31.169384935882594,293.0,293.0
0.25,15.46453100429846,24.31481710707097,293.0,293.0
0.26,11.515780858022978,18.7412281600028,293.0,293.0
0.27,8.46194853950596,14.271204893723667,293.0,293.0
0.28,6.135454807355057,10.735332504028118,293.0,293.0
0.29,4.389452939434257,7.976728637191286,293.0,293.0
0.3,3.098542911830837,5.85404726138112,293.0,293.0
0.31,2.1582026624464876,4.243094141235731,293.0,293.0
0.32,1.483289759677798,3.037261873631075,293.0,293.0
0.33,1.005951737962584,2.1470292229406707,293.0,293.0
0.34,0.673240536435529,1.4987787301677225,293.0,293.0
0.35000000000000003,0.44466777888220504,1.0331730305975795,293.0,293.0
0.36,0.28987373198229965,0.7033003829495292,293.0,293.0
0.37,0.18652196861222994,0.4727603638059143,293.0,293.0
0.38,0.1184795115326586,0.31381770437232387,293.0,293.0
0.39,0.07430129797637437,0.20571080984927076,293.0,293.0
0.4,0.046008723363533746,0.1331650562130713,293.0,293.0
0.41000000000000003,0.028133765693538117,0.08513143973196302,293.0,293.0
0.42,0.01699083727274454,0.05374918674941952,293.0,293.0
0.43,0.010135800078374646,0.03351615376948002,293.0,293.0
0.44,0.005973333041333224,0.02064226542925688,293.0,293.0
0.45,0.00347819350802683,0.012557544167853792,293.0,293.0
0.46,0.002001440827324928,0.007546118592553027,293.0,293.0
0.47000000000000003,0.0011383941836883567,0.004479715868903191,293.0,293.0
0.48,6.403683286967124E-4,0.002627523163098914,293.0,293.0
0.49,3.5675712891606275E-4,0.0015231738262174322,293.0,293.0
0.5,1.9771369032561223E-4,8.734492941166323E-4,293.0,293.0
0.51,1.1053764540886259E-4,4.967696627784592E-4,293.0,293.0
0.52,6.502694087423277E-5,2.825180560519096E-4,293.0,293.0
0.53,4.461362904699375E-5,1.6466348963787054E-4,293.0,293.0
0.54,4.12127363275675E-5,1.0504335715775348E-4,293.0,293.0
0.55,5.248914561282822E-5,8.310880414841147E-5,293.0,293.0
0.56,8.078947293103728E-5,9.000927370451703E-5,293.0,293.0
