x, Tf, Ts
0.0,873.0,504.5873501761048
6.94E-4,868.9297536148918,504.5873501761048
0.001388,864.8830405510982,504.5203754383563
0.0020819999999999996,860.8590725570391,504.3876825226212
0.002776,856.857079553489,504.19050648884
0.00347,852.8763093008453,503.9300613650331
0.004163999999999999,848.916027073061,503.60754060508066
0.0048579999999999995,844.9755153381141,503.22411753658076
0.005552,841.0540734448658,502.7809457989923
0.006246,837.1510173161662,502.2791597722502
0.00694,833.2656791480919,501.71987499604563
0.007633999999999999,829.3974071151767,501.10418857995836
0.008327999999999999,825.545565081473,500.43317960461917
0.009021999999999999,821.7095323173914,499.7079095140933
0.009715999999999999,817.8887032221328,498.9294224996444
0.010409999999999999,814.0824870516195,498.09874587506425
0.011104,810.2903076518164,497.21689044372886
0.011798,806.5116031973231,496.2848508575507
0.012492,802.7458259351286,495.303605967983
0.013186,798.9924419334018,494.2741191692422
0.01388,795.2509308352604,493.19733873389276
0.014573999999999998,791.5207856173747,492.0741981409632
0.015267999999999999,787.8015123533191,490.90561639672103
0.015962,784.0926299815903,489.6924983482715
0.016655999999999997,780.3936700781792,488.4357349901107
0.017349999999999997,776.7041766336152,487.1362037637797
0.018043999999999998,773.0237058343996,485.7947688507551
0.018737999999999998,769.3518258487327,484.41228145870616
0.019431999999999998,765.6881166164543,482.98958010126086
0.020125999999999998,762.0321696431268,481.5274908713978
0.020819999999999998,758.383587798167,480.026827708597
0.021514,754.741985116954,478.4883926598756
0.022208,751.1069866068614,476.9129761348207
0.022902,747.4782280571028,475.30135715475046
0.023596,743.8553558523525,473.654303596111
0.02429,740.2380267900718,471.9725724282213
0.024984,736.6259079014561,470.2569099454917
0.025678,733.018676275954,468.50805199420927
0.026372,729.4160188893048,466.72672419400516
0.027066,725.817632435016,464.9136421541112
0.02776,722.2232231592303,463.0695116845041
0.028453999999999997,718.6325066989461,461.19502900203764
0.029147999999999997,715.0452079235118,459.29088093166854
0.029841999999999997,711.4610607793295,457.35774510285876
0.030535999999999997,707.8798081377853,455.3962901412753
0.031229999999999997,704.3012016462732,453.40717585584196
