x, Tf, Ts
0.0,873.0,566.6542223625195
6.94E-4,869.6205747392088,566.6542223625195
0.001388,866.2611619115331,566.5960956337223
0.0020819999999999996,862.9210746478311,566.4808847058368
0.002776,859.599641437837,566.3096135156005
0.00347,856.2962058467061,566.0832878136976
0.004163999999999999,853.0101262374257,565.802895562984
0.0048579999999999995,849.7407754989517,565.4694073282136
0.005552,846.487540779998,565.0837766574243
0.006246,843.2498232282722,564.6469404551463
0.00694,840.0270377351376,564.1598193476191
0.007633999999999999,836.8186126854974,563.6233180401526
0.008327999999999999,833.6239897128439,563.0383256668055
0.009021999999999999,830.4426234593243,562.4057161325314
0.009715999999999999,827.2739813407418,561.7263484479492
0.010409999999999999,824.1175433163764,561.0010670568714
0.011104,820.9728016634886,560.230702156756
0.011798,817.8392607564568,559.416070012201
0.012492,814.7164368504044,558.5579732616453
0.013186,811.6038578692469,557.6572012173932
0.01388,808.5010631980339,556.7145301591071
0.014573999999999998,805.4076034795227,555.7307236208884
0.015267999999999999,802.3230404148538,554.7065326720925
0.015962,799.2469465682707,553.642696191984
0.016655999999999997,796.1789051757871,552.5399411383703
0.017349999999999997,793.1185099576969,551.398982810321
0.018043999999999998,790.0653649348668,550.2205251051063
0.018737999999999998,787.0190842486962,549.005260769455
0.019431999999999998,783.9792919847154,547.7538716452598
0.020125999999999998,780.9456219996746,546.4670289098218
0.020819999999999998,777.9177177521028,545.1453933107699
0.021514,774.8952321362226,543.7896153957313
0.022208,771.877827319181,542.4003357368857
0.022902,768.865174581481,540.9781851504839
0.023596,765.8569541605777,539.5237849114416
0.02429,762.8528550975577,538.0377469631093
0.024984,759.8525750868176,536.5206741223026
0.025678,756.8558203287034,534.9731602797
0.026372,753.8623053850196,533.3957905956904
0.027066,750.8717530373608,531.7891416917716
0.02776,747.8838941481964,530.1537818375779
0.028453999999999997,744.8984675246433,528.4902711336297
0.029147999999999997,741.9152197848729,526.7991616898879
0.029841999999999997,738.9339052270914,525.0809978001986
0.030535999999999997,735.9542857010479,523.336316112708
0.031229999999999997,732.9761304819774,521.5656457963298
0.031924,729.9992161469769,519.7695087033412
0.032618,727.0233264537181,517.9484195281865
0.033311999999999994,724.0482522214675,516.1028859625618
0.034005999999999995,721.0737912143485,514.2334088468577
0.034699999999999995,718.0997480268173,512.3404823180304
0.035393999999999995,715.1259339712738,510.42459395397054
0.036087999999999995,712.1521669677878,508.48622491444354
0.036781999999999995,709.1782714358759,506.5258500786675
0.037475999999999995,706.2040781882936,504.5439381795935
0.038169999999999996,703.2294243267879,502.5409519349641
0.038863999999999996,700.2541531397984,500.5173481751911
0.039557999999999996,697.2781140020026,498.47357796815055
0.040251999999999996,694.301162275735,496.41008674091677
0.040945999999999996,691.3231592141944,494.32731439853364
0.041639999999999996,688.3439718664165,492.2256954398534
0.042334,685.363472983968,490.10565907052114
0.043028,682.381540929326,487.9676293131467
0.043722,679.3980595859238,485.8120251147326
0.044416,676.4129182697802,483.63926045140624
0.04511,673.426011642746,481.44974443050717
0.045804,670.4372396272707,479.24388139009517
0.046498,667.4465073226933,477.02207099590987
0.047192,664.4537249230185,474.78470833585556
0.047886,661.4588076361409,472.53218401204595
0.04858,658.4616756044843,470.26488423046055
0.049274,655.4622538270405,467.98319088826014
0.049968,652.460472082763,465.6874816588168
0.050662,649.4562648553014,463.37813007448864
0.051356,646.4495712590349,461.0555056072006
0.05205,643.4403349663908,458.7199737468605
0.052744,640.4285041364091,456.3718960776684
0.053438,637.4140313445483,454.0116303523494
0.054132,634.3968735136776,451.6395305643583
0.054826,631.3769918462572,449.2559470180959
0.05552,628.3543517576711,446.8612263971753
0.05621399999999999,625.3289228107022,444.45571183077715
0.05690799999999999,622.300678651095,442.0397429581404
0.057601999999999993,619.2695969442193,439.6136559912122
0.058295999999999994,616.2356593128028,437.17778377550377
0.058989999999999994,613.1988512757019,434.7324558491935
0.059683999999999994,610.1591621876958,432.2779985004933
0.060377999999999994,607.1165851802969,429.8147348233379
0.061071999999999994,604.0711171035242,427.34298477141397
0.061765999999999995,601.0227584686613,424.86306521056616
0.062459999999999995,597.971513391961,422.37528996962146
0.063154,594.9173895392552,419.87996988965483
0.063848,591.860398071504,417.37741287172804
0.064542,588.8005535912165,414.86792392314345
