x, Tf, Ts
0.0,873.0,293.0
6.94E-4,838.6090258104653,298.5944077338357
0.001388,807.9828146825978,304.0174646555762
0.0020819999999999996,780.7024690581501,309.2787760499316
0.002776,756.3946515456744,314.386852999084
0.00347,734.7266798705612,319.34923565195436
0.004163999999999999,715.4021465115238,324.1726031349178
0.0048579999999999995,698.1570071650367,328.86287153791204
0.005552,682.7560881041472,333.4252812566157
0.006246,668.9899677965818,337.8644748344596
0.00694,656.6721928848965,342.1845663258569
0.007633999999999999,645.636792867974,346.3892030927061
0.008327999999999999,635.736061611285,350.48162084854056
0.009021999999999999,626.8385772001641,354.4646926773991
0.009715999999999999,618.8274346787663,358.34097267654204
0.010409999999999999,611.5986689244947,362.1127348024599
0.011104,605.0598473282862,365.7820074374216
0.011798,599.1288141147542,369.35060413821424
0.012492,593.7325700705679,372.8201509791064
0.013186,588.8062731784213,376.1921108567298
0.01388,584.2923471995366,379.46780508498216
0.014573999999999998,580.1396866290253,382.64843257272753
0.015267999999999999,576.3029476832102,385.73508684547875
0.015962,572.7419160814572,388.72877114410267
0.016655999999999997,569.4209433714022,391.6304118084101
0.017349999999999997,566.3084444277097,394.44087013105286
0.018043999999999998,563.3764495421988,397.1609528471167
0.018737999999999998,560.6002052269706,399.79142140689623
0.019431999999999998,557.9578184810417,402.3330001634087
0.020125999999999998,555.4299398328845,404.786383591931
0.020819999999999998,552.9994809733967,407.1522426461814
0.021514,550.6513632422907,409.4312303444056
0.022208,548.3722936316652,411.62398666853846
0.022902,546.1505653284657,413.7311428505944
0.023596,543.9758801373332,415.753325112417
0.02429,541.8391904109429,417.69115791772913
0.024984,539.7325583701164,419.5452667890828
0.025678,537.6490309237854,421.3162807365638
0.026372,535.5825283024276,423.00483434008396
0.027066,533.5277450003015,424.6115695225554
0.02776,531.4800616840995,426.13713704720897
0.028453999999999997,529.4354668705442,427.5821977687538
0.029147999999999997,527.390487304816,428.9474236648723
0.029841999999999997,525.3421260872403,430.23349867170583
0.030535999999999997,523.2878076987296,431.4411193444573
0.031229999999999997,521.2253291675576,432.5709953619919
0.031924,519.1528167022256,433.62384989229537
0.032618,517.0686871884383,434.6004198338974
0.033311999999999994,514.9716140137506,435.5014559467509
0.034005999999999995,512.8604967417455,436.3277228846701
0.034699999999999995,510.7344342097945,437.0799991401573
0.035393999999999995,508.5927006708661,437.75907691135365
0.036087999999999995,506.43472464140007,438.3657618998416
0.036781999999999995,504.2600701541749,438.9008730471407
0.037475999999999995,502.06842014816715,439.3652422169684
0.038169999999999996,499.8595617567611,439.75971382962587
0.038863999999999996,497.6333732819325,440.08514445426067
0.039557999999999996,495.3898126654165,440.3424023641806
0.040251999999999996,493.1289072887226,440.5323670599306
0.040945999999999996,490.8507449524144,440.65592876438393
0.041639999999999996,488.5554659016674,440.71398789371966
0.042334,486.2432557798415,440.7074545077882
0.043028,483.91433940496927,440.6372477430932
0.043722,481.5689752757392,440.5042952312976
0.044416,479.2074507240045,440.30953250593694
0.04511,476.83007764011666,440.053902399792
0.045804,474.43718870562753,439.73835443516464
0.046498,472.02913407526614,439.3638442091419
0.047192,469.6062784566528,438.9313327757263
0.047886,467.1689985419858,438.44178602661555
0.04858,464.71768075115284,437.89617407223886
0.049274,462.2527192502884,437.2954706245469
0.049968,459.77451421388844,436.6406523829547
0.050662,457.283470302244,435.9326984247089
0.051356,454.77999532914606,435.17258960087537
0.05205,452.26449909770747,434.3613079390457
0.052744,449.7373923846752,433.4998360537882
0.053438,447.19908605586033,432.58915656578205
0.054132,444.64999029732076,431.63025153051103
0.054826,442.0905139487017,430.6241018773294
0.05552,439.5210639267038,429.5716868596362
0.05621399999999999,436.94204472806285,428.47398351684825
0.05690799999999999,434.3538580026355,427.33196614880467
0.057601999999999993,431.75690218829095,426.1466058031646
0.058295999999999994,429.15157220027413,424.9188697763438
0.058989999999999994,426.5382591685667,423.6497211284397
0.059683999999999994,423.91735021751117,422.34011821259367
0.060377999999999994,421.2892282826579,420.99101421916265
0.061071999999999994,418.6542719603578,419.60335673503374
0.061765999999999995,416.012855386176,418.17808731839233
0.062459999999999995,413.36534813863955,416.7161410891793
0.063154,410.7121151652401,415.2184463354697
0.063848,408.05351672799594,413.68592413594246
0.064542,405.3899083661696,412.1194879985774
0.065236,402.7216408740112,410.52004351569354
0.06593,400.0490602916791,408.888488035394
0.06662399999999999,397.37250790767484,407.2257103494473
0.06731799999999999,394.6923202713256,405.5325903976209
0.06801199999999999,392.00882921403127,403.8099989884358
0.06870599999999999,389.3223618781152,402.0587975362814
0.06939999999999999,386.63324075229804,400.2798378148108
0.07009399999999999,383.94178371283135,398.4739617265011
0.07078799999999999,381.24830406958165,396.6420010882415
0.07148199999999999,378.5531106162692,394.78477743277983
0.07217599999999999,375.85650768429286,392.9031018258499
0.07286999999999999,373.158795199545,390.99777469875386
0.07356399999999999,370.46026874174254,389.06958569617757
0.07425799999999999,367.7612196058019,387.1193135389854
0.07495199999999999,365.0619348648871,385.14772590171316
0.07564599999999999,362.3626974347564,383.15557930448114
0.07633999999999999,359.6637861391018,381.1436190190103
0.07703399999999999,356.96547577556595,379.1125789884235
0.07772799999999999,354.2680371822436,377.0631817604935
0.07842199999999999,351.5717373043617,374.9961384339851
0.07911599999999999,348.8768392609863,372.91214861774085
0.07980999999999999,346.1836024115414,370.81190040211266
0.08050399999999999,343.4922824219907,368.6960703423847
0.08119799999999999,340.8031313305131,366.56532345377525
0.08189199999999999,338.11639761254673,364.4203132176312
0.08258599999999999,335.43232624508164,362.26168159840137
0.08327999999999999,332.7511587700708,360.09005907098475
0.083974,330.07313335689065,357.9060646580353
0.084668,327.3984848637372,355.7103059768062
0.085362,324.7274448978768,353.5033792951132
0.086056,322.0602418746988,351.2858695959986
0.08675,319.3971010754886,349.0583506506727
0.087444,316.7382447038689,346.8213850993101
0.088138,314.08389194085674,344.57552453928287
0.088832,311.434258998491,342.32130962041646
0.089526,308.7895591720018,340.0592701468513
0.09022,306.1500028904699,337.78992518510097
0.090914,303.51579776595975,335.51378317790255
0.091608,300.88714864110005,333.2313420634594
0.092302,298.2642576350909,330.9430893996818
0.092996,295.6473241881113,328.64950249303894
