cycleNumber, x, Tf, Ts , Tf* , Ts*, sigma, d, u_f, Re, Pr, Nu_fs, hv, hv_f, hv_s, alpha_f, alpha_s,ex_d_out,ex_d_in,ex_c_out,ex_c_in, eta, Q_charged, Q_discharged
3,0.0,293.0170080889359,293.1108094667581,293.0170074581962,293.11080946071417,-0.0017340917748081865,4.684583261346904E-6,-0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,3.141322809330607E8,1403516.9143890196,2196809.0834609135,1.444700171431223E10,0.02164998249929789,6.082412845680574E19,3.6288218131152845E18
3,0.01,293.01664533975537,293.1103851817721,293.0166447108474,293.1103851770994,-0.0017340917748081865,4.684583261346904E-6,-0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,3.141322809330607E8,1403516.9143890196,2196809.0834609135,1.444700171431223E10,0.02164998249929789,6.082412845680574E19,3.6288218131152845E18
3,0.02,293.0162826667375,293.1096328714273,293.01628204161807,293.1096328678538,-0.0017340917748081865,4.684583261346904E-6,-0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,3.141322809330607E8,1403516.9143890196,2196809.0834609135,1.444700171431223E10,0.02164998249929789,6.082412845680574E19,3.6288218131152845E18
3,0.03,293.01592217275254,293.1086296986858,293.0159215529224,293.10862969598577,-0.0017340917748081865,4.684583261346904E-6,-0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,3.141322809330607E8,1403516.9143890196,2196809.0834609135,1.444700171431223E10,0.02164998249929789,6.082412845680574E19,3.6288218131152845E18
3,0.04,293.0155647266234,293.1074369852939,293.01556411321945,293.1074369832842,-0.0017340917748081865,4.684583261346904E-6,-0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,3.141322809330607E8,1403516.9143890196,2196809.0834609135,1.444700171431223E10,0.02164998249929789,6.082412845680574E19,3.6288218131152845E18
3,0.05,293.01521098452383,293.10610318957,293.0152103783954,293.1061031881025,-0.0017340917748081865,4.684583261346904E-6,-0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,3.141322809330607E8,1403516.9143890196,2196809.0834609135,1.444700171431223E10,0.02164998249929789,6.082412845680574E19,3.6288218131152845E18
3,0.06,293.0148614366411,293.10466637665473,293.01486083841144,293.1046663756105,-0.0017340917748081865,4.684583261346904E-6,-0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,3.141322809330607E8,1403516.9143890196,2196809.0834609135,1.444700171431223E10,0.02164998249929789,6.082412845680574E19,3.6288218131152845E18
3,0.07,293.0145164427713,293.1031562583849,293.01451585288726,293.1031562576688,-0.0017340917748081865,4.684583261346904E-6,-0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,3.141322809330607E8,1403516.9143890196,2196809.0834609135,1.444700171431223E10,0.02164998249929789,6.082412845680574E19,3.6288218131152845E18
3,0.08,293.0141762608822,293.1015958701406,293.0141756796538,293.1015958696771,-0.0017340917748081865,4.684583261346904E-6,-0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,3.141322809330607E8,1403516.9143890196,2196809.0834609135,1.444700171431223E10,0.02164998249929789,6.082412845680574E19,3.6288218131152845E18
3,0.09,293.0138410699999,293.1000029426276,293.013840497632,293.100002942357,-0.0017340917748081865,4.684583261346904E-6,-0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,3.141322809330607E8,1403516.9143890196,2196809.0834609135,1.444700171431223E10,0.02164998249929789,6.082412845680574E19,3.6288218131152845E18
3,0.1,293.01351098835113,293.09839101814316,293.0135104249679,293.0983910180187,-0.0017340917748081865,4.684583261346904E-6,-0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,3.141322809330607E8,1403516.9143890196,2196809.0834609135,1.444700171431223E10,0.02164998249929789,6.082412845680574E19,3.6288218131152845E18
3,0.11,293.0131860876995,293.09677035398454,293.01318553336415,293.0967703539697,-0.0017340917748081865,4.684583261346904E-6,-0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,3.141322809330607E8,1403516.9143890196,2196809.0834609135,1.444700171431223E10,0.02164998249929789,6.082412845680574E19,3.6288218131152845E18
3,0.12,293.01286640460677,293.09514864897085,293.01286585933667,293.0951486490375,-0.0017340917748081865,4.684583261346904E-6,-0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,3.141322809330607E8,1403516.9143890196,2196809.0834609135,1.444700171431223E10,0.02164998249929789,6.082412845680574E19,3.6288218131152845E18
3,0.13,293.01255194917536,293.0935316242733,293.0125514129539,293.0935316243998,-0.0017340917748081865,4.684583261346904E-6,-0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,3.141322809330607E8,1403516.9143890196,2196809.0834609135,1.444700171431223E10,0.02164998249929789,6.082412845680574E19,3.6288218131152845E18
3,0.14,293.01224271183725,293.0919234841242,293.0122421846226,293.0919234842942,-0.0017340917748081865,4.684583261346904E-6,-0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,3.141322809330607E8,1403516.9143890196,2196809.0834609135,1.444700171431223E10,0.02164998249929789,6.082412845680574E19,3.6288218131152845E18
3,0.15,293.0119386685366,293.09032727890815,293.0119381502687,293.0903272791092,-0.0017340917748081865,4.684583261346904E-6,-0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,3.141322809330607E8,1403516.9143890196,2196809.0834609135,1.444700171431223E10,0.02164998249929789,6.082412845680574E19,3.6288218131152845E18
3,0.16,293.01163978468577,293.0887451888283,293.0116392752916,293.08874518905117,-0.0017340917748081865,4.684583261346904E-6,-0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,3.141322809330607E8,1403516.9143890196,2196809.0834609135,1.444700171431223E10,0.02164998249929789,6.082412845680574E19,3.6288218131152845E18
