cycleNumber, x, Tf, Ts , Tf* , Ts*, sigma, d, u_f, Re, Pr, Nu_fs, hv, hv_f, hv_s, alpha_f, alpha_s,ex_d_out,ex_d_in,ex_c_out,ex_c_in, eta, Q_charged, Q_discharged
3,0.0,293.4766077024568,295.7053185139275,293.4765924371845,295.70531838474085,-0.0017340917748081865,4.684583261346904E-6,-0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,3.136157186127172E8,915337.1180391038,2196809.0834609135,1.444700171431223E10,0.02164998249929789,6.082412845680574E19,3.6261244161185142E18
3,0.01,293.46782838343705,295.6962496106161,293.4678131542921,295.69624951378285,-0.0017340917748081865,4.684583261346904E-6,-0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,3.136157186127172E8,915337.1180391038,2196809.0834609135,1.444700171431223E10,0.02164998249929789,6.082412845680574E19,3.6261244161185142E18
3,0.02,293.45904618881553,295.68038300955027,293.4590310363429,295.680382937942,-0.0017340917748081865,4.684583261346904E-6,-0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,3.136157186127172E8,915337.1180391038,2196809.0834609135,1.444700171431223E10,0.02164998249929789,6.082412845680574E19,3.6261244161185142E18
3,0.03,293.45030808200096,295.65948950694934,293.450293036286,295.6594894547811,-0.0017340917748081865,4.684583261346904E-6,-0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,3.136157186127172E8,915337.1180391038,2196809.0834609135,1.444700171431223E10,0.02164998249929789,6.082412845680574E19,3.6261244161185142E18
3,0.04,293.4416314921071,295.63493379549465,293.4416165751367,295.6349337581758,-0.0017340917748081865,4.684583261346904E-6,-0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,3.136157186127172E8,915337.1180391038,2196809.0834609135,1.444700171431223E10,0.02164998249929789,6.082412845680574E19,3.6261244161185142E18
3,0.05,293.4330291111597,295.60775830275605,293.4330143387342,295.607758276672,-0.0017340917748081865,4.684583261346904E-6,-0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,3.136157186127172E8,915337.1180391038,2196809.0834609135,1.444700171431223E10,0.02164998249929789,6.082412845680574E19,3.6261244161185142E18
3,0.06,293.4245100603869,295.57875170752754,293.4244954436254,295.57875168985623,-0.0017340917748081865,4.684583261346904E-6,-0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,3.136157186127172E8,915337.1180391038,2196809.0834609135,1.444700171431223E10,0.02164998249929789,6.082412845680574E19,3.6261244161185142E18
3,0.07,293.4160807591584,295.5485045853876,293.4160663056742,295.54850457394645,-0.0017340917748081865,4.684583261346904E-6,-0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,3.136157186127172E8,915337.1180391038,2196809.0834609135,1.444700171431223E10,0.02164998249929789,6.082412845680574E19,3.6261244161185142E18
3,0.08,293.40774560326685,295.51745429234285,293.4077313180762,295.5174542854609,-0.0017340917748081865,4.684583261346904E-6,-0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,3.136157186127172E8,915337.1180391038,2196809.0834609135,1.444700171431223E10,0.02164998249929789,6.082412845680574E19,3.6261244161185142E18
3,0.09,293.3995074895506,295.48592088528613,293.399493375769,295.48592088169835,-0.0017340917748081865,4.684583261346904E-6,-0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,3.136157186127172E8,915337.1180391038,2196809.0834609135,1.444700171431223E10,0.02164998249929789,6.082412845680574E19,3.6261244161185142E18
3,0.1,293.3913682175427,295.45413561388716,293.39135427691144,295.4541356126472,-0.0017340917748081865,4.684583261346904E-6,-0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,3.136157186127172E8,915337.1180391038,2196809.0834609135,1.444700171431223E10,0.02164998249929789,6.082412845680574E19,3.6261244161185142E18
3,0.11,293.38332879355386,295.4222632939742,293.3833150268343,295.42226329438313,-0.0017340917748081865,4.684583261346904E-6,-0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,3.136157186127172E8,915337.1180391038,2196809.0834609135,1.444700171431223E10,0.02164998249929789,6.082412845680574E19,3.6261244161185142E18
3,0.12,293.37538965816526,295.39041967997855,293.37537606542986,295.3904196815273,-0.0017340917748081865,4.684583261346904E-6,-0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,3.136157186127172E8,915337.1180391038,2196809.0834609135,1.444700171431223E10,0.02164998249929789,6.082412845680574E19,3.6261244161185142E18
3,0.13,293.36755085421896,295.3586847878338,293.3675374350631,295.3586847901569,-0.0017340917748081865,4.684583261346904E-6,-0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,3.136157186127172E8,915337.1180391038,2196809.0834609135,1.444700171431223E10,0.02164998249929789,6.082412845680574E19,3.6261244161185142E18
3,0.14,293.3598121491977,295.3271129748829,293.3597989028923,295.3271129777218,-0.0017340917748081865,4.684583261346904E-6,-0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,3.136157186127172E8,915337.1180391038,2196809.0834609135,1.444700171431223E10,0.02164998249929789,6.082412845680574E19,3.6261244161185142E18
3,0.15,293.35217312308754,295.2957404555845,293.35216004868624,295.29574045875944,-0.0017340917748081865,4.684583261346904E-6,-0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,3.136157186127172E8,915337.1180391038,2196809.0834609135,1.444700171431223E10,0.02164998249929789,6.082412845680574E19,3.6261244161185142E18
3,0.16,293.3446332305008,295.264590818454,293.344620326915,295.26459082184186,-0.0017340917748081865,4.684583261346904E-6,-0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,3.136157186127172E8,915337.1180391038,2196809.0834609135,1.444700171431223E10,0.02164998249929789,6.082412845680574E19,3.6261244161185142E18
3,0.17,293.3371918439121,295.23367900966275,293.3371791099622,295.2336790131807,-0.0017340917748081865,4.684583261346904E-6,-0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,3.136157186127172E8,915337.1180391038,2196809.0834609135,1.444700171431223E10,0.02164998249929789,6.082412845680574E19,3.6261244161185142E18
3,0.18,293.3298482832531,295.20301416006623,293.32983571770313,295.2030141636595,-0.0017340917748081865,4.684583261346904E-6,-0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,3.136157186127172E8,915337.1180391038,2196809.0834609135,1.444700171431223E10,0.02164998249929789,6.082412845680574E19,3.6261244161185142E18
3,0.19,293.3226018358251,295.1726015557624,293.3225894374053,295.1726015593954,-0.0017340917748081865,4.684583261346904E-6,-0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,3.136157186127172E8,915337.1180391038,2196809.0834609135,1.444700171431223E10,0.02164998249929789,6.082412845680574E19,3.6261244161185142E18
3,0.2,293.31545176946986,295.1424439864328,293.31543953689174,295.1424439900828,-0.0017340917748081865,4.684583261346904E-6,-0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,3.136157186127172E8,915337.1180391038,2196809.0834609135,1.444700171431223E10,0.02164998249929789,6.082412845680574E19,3.6261244161185142E18
3,0.21,293.3083973411206,295.1125426503714,293.308385273086,295.1125426540243,-0.0017340917748081865,4.684583261346904E-6,-0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,3.136157186127172E8,915337.1180391038,2196809.0834609135,1.444700171431223E10,0.02164998249929789,6.082412845680574E19,3.6261244161185142E18
3,0.22,293.30143780225444,295.08289775050264,293.30142589746185,295.08289775414977,-0.0017340917748081865,4.684583261346904E-6,-0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,3.136157186127172E8,915337.1180391038,2196809.0834609135,1.444700171431223E10,0.02164998249929789,6.082412845680574E19,3.6261244161185142E18
