x, Tf, Ts , Tf* , Ts*
0.0,873.0,293.0,873.0,293.0
0.01,0.08115583311971533,0.03338718380466966,293.0,293.0
0.02,3.3008484221028322E-6,1.6645807081114539E-6,293.0,293.0
0.03,7.671829989784625E-11,4.742427101116379E-11,293.0,293.0
0.04,1.1144347307020063E-15,8.444618832866927E-16,293.0,293.0
0.05,1.036075574481207E-20,9.623681206780578E-21,293.0,293.0
0.06,6.020172495980455E-26,6.854621559687727E-26,293.0,293.0
0.07,1.9988897553119455E-31,2.7898982706390786E-31,293.0,293.0
0.08,2.9036692122511563E-37,4.9678877578767395E-37,293.0,293.0
0.09,0.0,0.0,293.0,293.0
0.1,0.0,0.0,293.0,293.0
0.11,0.0,0.0,293.0,293.0
0.12,0.0,0.0,293.0,293.0
0.13,0.0,0.0,293.0,293.0
0.14,0.0,0.0,293.0,293.0
0.15,0.0,0.0,293.0,293.0
0.16,0.0,0.0,293.0,293.0
0.17,0.0,0.0,293.0,293.0
0.18,0.0,0.0,293.0,293.0
0.19,0.0,0.0,293.0,293.0
0.2,0.0,0.0,293.0,293.0
0.21,0.0,0.0,293.0,293.0
0.22,0.0,0.0,293.0,293.0
0.23,0.0,0.0,293.0,293.0
0.24,0.0,0.0,293.0,293.0
0.25,0.0,0.0,293.0,293.0
0.26,0.0,0.0,293.0,293.0
0.27,0.0,0.0,293.0,293.0
0.28,0.0,0.0,293.0,293.0
0.29,0.0,0.0,293.0,293.0
0.3,0.0,0.0,293.0,293.0
0.31,0.0,0.0,293.0,293.0
0.32,0.0,0.0,293.0,293.0
0.33,0.0,0.0,293.0,293.0
0.34,0.0,0.0,293.0,293.0
0.35000000000000003,0.0,0.0,293.0,293.0
0.36,0.0,0.0,293.0,293.0
0.37,0.0,0.0,293.0,293.0
0.38,0.0,0.0,293.0,293.0
0.39,0.0,0.0,293.0,293.0
0.4,0.0,0.0,293.0,293.0
0.41000000000000003,0.0,0.0,293.0,293.0
0.42,0.0,0.0,293.0,293.0
0.43,0.0,0.0,293.0,293.0
0.44,0.0,0.0,293.0,293.0
0.45,0.0,0.0,293.0,293.0
0.46,0.0,0.0,293.0,293.0
0.47000000000000003,0.0,0.0,293.0,293.0
0.48,0.0,0.0,293.0,293.0
0.49,0.0,0.0,293.0,293.0
0.5,0.0,0.0,293.0,293.0
0.51,0.0,0.0,293.0,293.0
0.52,0.0,0.0,293.0,293.0
0.53,0.0,0.0,293.0,293.0
0.54,0.0,0.0,293.0,293.0
0.55,0.0,0.0,293.0,293.0
0.56,0.0,0.0,293.0,293.0
0.5700000000000001,0.0,0.0,293.0,293.0
0.58,0.0,0.0,293.0,293.0
0.59,0.0,0.0,293.0,293.0
0.6,0.0,0.0,293.0,293.0
0.61,0.0,0.0,293.0,293.0
0.62,0.0,0.0,293.0,293.0
0.63,0.0,0.0,293.0,293.0
0.64,0.0,0.0,293.0,293.0
0.65,0.0,0.0,293.0,293.0
0.66,0.0,0.0,293.0,293.0
0.67,0.0,0.0,293.0,293.0
0.68,0.0,0.0,293.0,293.0
0.6900000000000001,0.0,0.0,293.0,293.0
0.7000000000000001,0.0,0.0,293.0,293.0
0.71,0.0,0.0,293.0,293.0
0.72,0.0,0.0,293.0,293.0
0.73,0.0,0.0,293.0,293.0
0.74,0.0,0.0,293.0,293.0
0.75,0.0,0.0,293.0,293.0
0.76,0.0,0.0,293.0,293.0
0.77,0.0,0.0,293.0,293.0
0.78,0.0,0.0,293.0,293.0
0.79,0.0,0.0,293.0,293.0
0.8,0.0,0.0,293.0,293.0
0.81,0.0,0.0,293.0,293.0
0.8200000000000001,0.0,0.0,293.0,293.0
0.8300000000000001,0.0,0.0,293.0,293.0
0.84,0.0,0.0,293.0,293.0
0.85,0.0,0.0,293.0,293.0
0.86,0.0,0.0,293.0,293.0
0.87,0.0,0.0,293.0,293.0
0.88,0.0,0.0,293.0,293.0
0.89,0.0,0.0,293.0,293.0
0.9,0.0,0.0,293.0,293.0
0.91,0.0,0.0,293.0,293.0
0.92,0.0,0.0,293.0,293.0
0.93,6.882622718526756E-41,4.9678410656530705E-37,293.0,293.0
0.9400000000000001,1.1659903279132547E-34,2.789870475031601E-31,293.0,293.0
0.9500000000000001,8.685735471702709E-29,6.854549374028663E-26,293.0,293.0
0.96,3.7041129888007934E-23,9.623574730364104E-21,293.0,293.0
0.97,9.879587516384274E-18,8.444521863824971E-16,293.0,293.0
0.98,1.6868828587700625E-12,4.742371996142349E-11,293.0,293.0
0.99,1.80034194420543E-7,1.6645622591569466E-6,293.0,293.0
1.0,0.01098015501510834,0.033386890435301984,293.0,293.0
1.01,293.0,293.0,293.0,293.0
