cycleNumber, x, Tf, Ts , Tf* , Ts*,status, sigma, d, u_f, Re, Pr, Nu_fs,h_fs,h, hv, hv_f, hv_s, alpha_f, alpha_s,ex_d_out,ex_d_in,ex_c_out,ex_c_in, eta, Q_charged, Q_discharged,Q_max,capacity_factor
3,0.0,873.0,872.9035545697908,872.999999992214,872.9035544816081,0,6.936367099232745E-5,4.684583261346903E-7,6.936367099232745E-4,0.005809457998791618,7646.219230769229,0.4058692805373954,7.035067529314854,6.961604492736677,835.3925391284012,7.525895972028841E-4,5.950089310031347E-4,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,1.0486809620332092E7,5.778800685714404E10,0.7969051750439525,1.7632297447205078E11,4.9002005974137924E10,4.294558939996918E11,0.25114892026739516
3,0.1,872.9833796655364,872.841650343741,872.9833808131932,872.8416502720776,0,6.936367099232745E-5,4.684583261346903E-7,6.936367099232745E-4,0.005809457998791618,7646.219230769229,0.4058692805373954,7.035067529314854,6.961604492736677,835.3925391284012,7.525895972028841E-4,5.950089310031347E-4,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,1.0486809620332092E7,5.778800685714404E10,0.7969051750439525,1.7632297447205078E11,4.9002005974137924E10,4.294558939996918E11,0.25114892026739516
3,0.2,872.9556792012163,872.729438429896,872.9556811151577,872.7294383564046,0,6.936367099232745E-5,4.684583261346903E-7,6.936367099232745E-4,0.005809457998791618,7646.219230769229,0.4058692805373954,7.035067529314854,6.961604492736677,835.3925391284012,7.525895972028841E-4,5.950089310031347E-4,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,1.0486809620332092E7,5.778800685714404E10,0.7969051750439525,1.7632297447205078E11,4.9002005974137924E10,4.294558939996918E11,0.25114892026739516
3,0.30000000000000004,872.912044715326,872.5656354867759,872.912047732018,872.565635403271,0,6.936367099232745E-5,4.684583261346903E-7,6.936367099232745E-4,0.005809457998791618,7646.219230769229,0.4058692805373954,7.035067529314854,6.961604492736677,835.3925391284012,7.525895972028841E-4,5.950089310031347E-4,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,1.0486809620332092E7,5.778800685714404E10,0.7969051750439525,1.7632297447205078E11,4.9002005974137924E10,4.294558939996918E11,0.25114892026739516
3,0.4,872.8471572574488,872.3432120723791,872.8471617454967,872.3432119747606,0,6.936367099232745E-5,4.684583261346903E-7,6.936367099232745E-4,0.005809457998791618,7646.219230769229,0.4058692805373954,7.035067529314854,6.961604492736677,835.3925391284012,7.525895972028841E-4,5.950089310031347E-4,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,1.0486809620332092E7,5.778800685714404E10,0.7969051750439525,1.7632297447205078E11,4.9002005974137924E10,4.294558939996918E11,0.25114892026739516
3,0.5,872.7549797048555,872.0522605074735,872.7549860826281,872.0522603934011,0,6.936367099232745E-5,4.684583261346903E-7,6.936367099232745E-4,0.005809457998791618,7646.219230769229,0.4058692805373954,7.035067529314854,6.961604492736677,835.3925391284012,7.525895972028841E-4,5.950089310031347E-4,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,1.0486809620332092E7,5.778800685714404E10,0.7969051750439525,1.7632297447205078E11,4.9002005974137924E10,4.294558939996918E11,0.25114892026739516
3,0.6000000000000001,872.6286457670918,871.6812300604868,872.6286545104502,871.6812299283997,0,6.936367099232745E-5,4.684583261346903E-7,6.936367099232745E-4,0.005809457998791618,7646.219230769229,0.4058692805373954,7.035067529314854,6.961604492736677,835.3925391284012,7.525895972028841E-4,5.950089310031347E-4,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,1.0486809620332092E7,5.778800685714404E10,0.7969051750439525,1.7632297447205078E11,4.9002005974137924E10,4.294558939996918E11,0.25114892026739516
3,0.7000000000000001,872.4604143716582,871.2174744974941,872.4604260171361,871.2174743462057,0,6.936367099232745E-5,4.684583261346903E-7,6.936367099232745E-4,0.005809457998791618,7646.219230769229,0.4058692805373954,7.035067529314854,6.961604492736677,835.3925391284012,7.525895972028841E-4,5.950089310031347E-4,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,1.0486809620332092E7,5.778800685714404E10,0.7969051750439525,1.7632297447205078E11,4.9002005974137924E10,4.294558939996918E11,0.25114892026739516
3,0.8,872.2416571146465,870.6475144326392,872.2416722603299,870.6475142611907,0,6.936367099232745E-5,4.684583261346903E-7,6.936367099232745E-4,0.005809457998791618,7646.219230769229,0.4058692805373954,7.035067529314854,6.961604492736677,835.3925391284012,7.525895972028841E-4,5.950089310031347E-4,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,1.0486809620332092E7,5.778800685714404E10,0.7969051750439525,1.7632297447205078E11,4.9002005974137924E10,4.294558939996918E11,0.25114892026739516
3,0.9,871.9628665747033,869.9571975277013,871.9628858796618,869.9571973353256,0,6.936367099232745E-5,4.684583261346903E-7,6.936367099232745E-4,0.005809457998791618,7646.219230769229,0.4058692805373954,7.035067529314854,6.961604492736677,835.3925391284012,7.525895972028841E-4,5.950089310031347E-4,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,1.0486809620332092E7,5.778800685714404E10,0.7969051750439525,1.7632297447205078E11,4.9002005974137924E10,4.294558939996918E11,0.25114892026739516
