x, Ts, Tf
0.0,0.0,1.0
1.0,0.12533323356430426,0.9921147013144779
2.0,0.12533323356430426,0.9921147013144779
3.0,0.13766889892435932,0.9897615472958932
4.0,0.16071446430039119,0.983763041155129
5.0,0.1928183852805236,0.9730174050440025
6.0,0.23231507198171858,0.956617363977097
7.0,0.2775382753764156,0.9338524903215284
8.0,0.326835772116353,0.9042096402642446
9.0,0.3785849874549192,0.8673713557357198
10.0,0.43120919395602925,0.823212149318655
11.0,0.48319392618994167,0.7717926338242843
12.0,0.5331032586438164,0.7133515019004284
13.0,0.5795956056222619,0.6482954036633168
14.0,0.6214387179028629,0.5771868113440538
15.0,0.6575235711854455,0.5007299987510759
16.0,0.6868768656964163,0.41975529943847356
17.0,0.7086718843733766,0.33520184033811895
18.0,0.7222374884862404,0.24809897680640736
19.0,0.7270650639151952,0.15954668015089762
20.0,0.7228132681165446,0.07069514939366668
21.0,0.7093104665341374,-0.017276064983194714
22.0,0.6865547872908953,-0.1031791264892616
23.0,0.6547117638302735,-0.1858388624291606
24.0,0.6141095761637316,-0.2641132922991076
25.0,0.5652319419037889,-0.33691343320064465
26.0,0.50870874771341,-0.40322208988058017
27.0,0.4453045495856386,-0.46211135102396994
28.0,0.37590510591058923,-0.5127585320344361
29.0,0.30150214005106246,-0.5544603274198177
30.0,0.22317655863578467,-0.5866449626822222
31.0,0.14208037754295888,-0.6088821658514947
32.0,0.05941762919579412,-0.6208908120084864
33.0,-0.02357545800136425,-0.6225441297825067
34.0,-0.10565070475142936,-0.6138723963021557
35.0,-0.18556833952288843,-0.5950630858284474
36.0,-0.26211715720011497,-0.5664584766830973
37.0,-0.33413416655297234,-0.52855076047336
38.0,-0.4005234227405023,-0.4819747363789553
39.0,-0.4602737533092792,-0.4274982107881284
40.0,-0.5124751030512201,-0.366010258250743
41.0,-0.5563332443756135,-0.29850753298817395
42.0,-0.5911826251846541,-0.2260788505328493
43.0,-0.6164971552163903,-0.14988828598166468
44.0,-0.6318987639723301,-0.07115705840862921
45.0,-0.637163598167966,0.008855510174374914
46.0,-0.6322257635804166,0.0888716585944322
47.0,-0.6171785546325464,0.16761516073937535
48.0,-0.5922731544377596,0.24383129325426295
49.0,-0.5579148277104691,0.3163064800416998
50.0,-0.5146566682958525,0.3838873021689776
51.0,-0.46319100146626724,0.44549857195207987
52.0,-0.4043385779632101,0.5001601848883197
53.0,-0.33903573145040355,0.5470024825123508
54.0,-0.2683197030368954,0.5852798828499409
55.0,-0.1933123653230343,0.6143825625693332
56.0,-0.11520260356148351,0.6338460057498946
57.0,-0.035227632612466225,0.6433582679170462
58.0,0.04534645492635933,0.6427648401002105
59.0,0.12524460198392492,0.6320710355880891
60.0,0.20320284703213443,0.6114418611857874
61.0,0.27798821395843637,0.5811993745047033
62.0,0.3484181176354616,0.5418175685128054
63.0,0.4133789787147426,0.49391486361445613
64.0,0.4718437536860955,0.4382443253000792
65.0,0.5228881033903547,0.3756817613114988
66.0,0.5657049446808347,0.3072118857428542
67.0,0.5996171554593531,0.23391276801206143
68.0,0.6240882324636193,0.1569388117129556
69.0,0.6387307334948362,0.07750253156679097
70.0,0.6433123707382215,-0.0031445843320293126
71.0,0.6377596588936466,-0.08373182533632112
72.0,0.6221590604144535,-0.1629893108070754
73.0,0.5967556096414759,-0.23966802831519302
74.0,0.5619490373938136,-0.31255954159653687
75.0,0.5182874570108627,-0.380515057568331
76.0,0.46645871130977645,-0.4424635518114979
77.0,0.4072795168223683,-0.49742866676179587
78.0,0.34168257642364597,-0.5445441161984794
79.0,0.2707018635128135,-0.5830673531674566
80.0,0.19545630975136058,-0.6123912858550973
81.0,0.11713215354697724,-0.6320538567070824
82.0,0.03696422759941059,-0.6417453337785153
83.0,-0.043783519438109375,-0.6413131993755328
84.0,-0.1238379600445,-0.630764558935879
85.0,-0.20193686928665197,-0.6102660321987984
86.0,-0.27684883398750215,-0.5801411284164132
87.0,-0.3473926756616208,-0.5408651470333443
88.0,-0.4124560809382859,-0.4930576842829412
89.0,-0.4710131456872845,-0.43747286390171564
90.0,-0.5221405561914249,-0.3749874460529716
91.0,-0.5650321522017977,-0.3065870020101795
92.0,-0.5990116422282199,-0.23335037265265424
93.0,-0.6235432705555994,-0.15643265588948915
94.0,-0.6382402677776183,-0.0770469913256712
95.0,-0.6428709515927253,0.0035545705490371005
96.0,-0.6373623816627,0.08410081293162822
97.0,-0.6218015109066015,0.1633213996428518
98.0,-0.5964338150844092,0.23996690826739175
99.0,-0.5616594222924537,0.3128285335535157
