cycleNumber, x, Tf, Ts , Tf* , Ts*, sigma, d, u_f, Re, Pr, Nu_fs, hv, hv_f, hv_s, alpha_f, alpha_s,ex_d_out,ex_d_in,ex_c_out,ex_c_in, eta, Q_charged, Q_discharged,Q_max,capacity_factor
2,0.0,873.0,872.9996683614498,872.9999999999947,872.9996683614119,0.0017340917748081865,4.684583261346904E-6,0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,1891696.7107643539,1.2440473698221836E10,0.021649982499315407,3.760090051562263E19,1.20964112230111283E18,1.1452157173325114E9,3.1776772570049683E10
2,0.01,872.9999988510241,872.9996656931761,872.9999988530165,872.9996656931428,0.0017340917748081865,4.684583261346904E-6,0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,1891696.7107643539,1.2440473698221836E10,0.021649982499315407,3.760090051562263E19,1.20964112230111283E18,1.1452157173325114E9,3.1776772570049683E10
2,0.02,872.9999976857598,872.9996606892911,872.9999976877804,872.9996606892619,0.0017340917748081865,4.684583261346904E-6,0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,1891696.7107643539,1.2440473698221836E10,0.021649982499315407,3.760090051562263E19,1.20964112230111283E18,1.1452157173325114E9,3.1776772570049683E10
2,0.03,872.9999964972093,872.9996536374726,872.9999964992702,872.9996536374471,0.0017340917748081865,4.684583261346904E-6,0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,1891696.7107643539,1.2440473698221836E10,0.021649982499315407,3.760090051562263E19,1.20964112230111283E18,1.1452157173325114E9,3.1776772570049683E10
2,0.04,872.999995279168,872.9996447878847,872.9999952812801,872.9996447878622,0.0017340917748081865,4.684583261346904E-6,0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,1891696.7107643539,1.2440473698221836E10,0.021649982499315407,3.760090051562263E19,1.20964112230111283E18,1.1452157173325114E9,3.1776772570049683E10
2,0.05,872.9999940261746,872.9996343573679,872.9999940283471,872.999634357348,0.0017340917748081865,4.684583261346904E-6,0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,1891696.7107643539,1.2440473698221836E10,0.021649982499315407,3.760090051562263E19,1.20964112230111283E18,1.1452157173325114E9,3.1776772570049683E10
2,0.06,872.9999927335507,872.9996225330033,872.999992735792,872.9996225329857,0.0017340917748081865,4.684583261346904E-6,0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,1891696.7107643539,1.2440473698221836E10,0.021649982499315407,3.760090051562263E19,1.20964112230111283E18,1.1452157173325114E9,3.1776772570049683E10
2,0.07,872.9999913970897,872.9996094753166,872.999991399407,872.999609475301,0.0017340917748081865,4.684583261346904E-6,0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,1891696.7107643539,1.2440473698221836E10,0.021649982499315407,3.760090051562263E19,1.20964112230111283E18,1.1452157173325114E9,3.1776772570049683E10
2,0.08,872.999990013067,872.9995953211866,872.9999900154668,872.9995953211726,0.0017340917748081865,4.684583261346904E-6,0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,1891696.7107643539,1.2440473698221836E10,0.021649982499315407,3.760090051562263E19,1.20964112230111283E18,1.1452157173325114E9,3.1776772570049683E10
2,0.09,872.9999885781498,872.9995801865202,872.9999885806378,872.9995801865076,0.0017340917748081865,4.684583261346904E-6,0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,1891696.7107643539,1.2440473698221836E10,0.021649982499315407,3.760090051562263E19,1.20964112230111283E18,1.1452157173325114E9,3.1776772570049683E10
2,0.1,872.9999870893588,872.999564168739,872.9999870919403,872.9995641687276,0.0017340917748081865,4.684583261346904E-6,0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,1891696.7107643539,1.2440473698221836E10,0.021649982499315407,3.760090051562263E19,1.20964112230111283E18,1.1452157173325114E9,3.1776772570049683E10
2,0.11,872.9999855439859,872.9995473490344,872.9999855466655,872.9995473490239,0.0017340917748081865,4.684583261346904E-6,0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,1891696.7107643539,1.2440473698221836E10,0.021649982499315407,3.760090051562263E19,1.20964112230111283E18,1.1452157173325114E9,3.1776772570049683E10
2,0.12,872.9999839394936,872.9995297942284,872.9999839422757,872.9995297942187,0.0017340917748081865,4.684583261346904E-6,0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,1891696.7107643539,1.2440473698221836E10,0.021649982499315407,3.760090051562263E19,1.20964112230111283E18,1.1452157173325114E9,3.1776772570049683E10
2,0.13,872.9999822736628,872.9995115589016,872.9999822765511,872.9995115588926,0.0017340917748081865,4.684583261346904E-6,0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,1891696.7107643539,1.2440473698221836E10,0.021649982499315407,3.760090051562263E19,1.20964112230111283E18,1.1452157173325114E9,3.1776772570049683E10
2,0.14,872.9999805443657,872.9994926868632,872.9999805473641,872.9994926868546,0.0017340917748081865,4.684583261346904E-6,0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,1891696.7107643539,1.2440473698221836E10,0.021649982499315407,3.760090051562263E19,1.20964112230111283E18,1.1452157173325114E9,3.1776772570049683E10
2,0.15,872.9999787495946,872.9994732128897,872.9999787527065,872.9994732128815,0.0017340917748081865,4.684583261346904E-6,0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,1891696.7107643539,1.2440473698221836E10,0.021649982499315407,3.760090051562263E19,1.20964112230111283E18,1.1452157173325114E9,3.1776772570049683E10
2,0.16,872.9999768874335,872.9994531637539,872.9999768906623,872.999453163746,0.0017340917748081865,4.684583261346904E-6,0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,1891696.7107643539,1.2440473698221836E10,0.021649982499315407,3.760090051562263E19,1.20964112230111283E18,1.1452157173325114E9,3.1776772570049683E10
2,0.17,872.9999749560457,872.9994325599727,872.9999749593945,872.9994325599649,0.0017340917748081865,4.684583261346904E-6,0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,1891696.7107643539,1.2440473698221836E10,0.021649982499315407,3.760090051562263E19,1.20964112230111283E18,1.1452157173325114E9,3.1776772570049683E10
2,0.18,872.9999729536402,872.9994114163086,872.9999729571122,872.9994114163011,0.0017340917748081865,4.684583261346904E-6,0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,1891696.7107643539,1.2440473698221836E10,0.021649982499315407,3.760090051562263E19,1.20964112230111283E18,1.1452157173325114E9,3.1776772570049683E10
2,0.19,872.9999708784702,872.9993897430571,872.9999708820684,872.9993897430496,0.0017340917748081865,4.684583261346904E-6,0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,1891696.7107643539,1.2440473698221836E10,0.021649982499315407,3.760090051562263E19,1.20964112230111283E18,1.1452157173325114E9,3.1776772570049683E10
2,0.2,872.9999687288068,872.99936754687,872.9999687325342,872.9993675468626,0.0017340917748081865,4.684583261346904E-6,0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,1891696.7107643539,1.2440473698221836E10,0.021649982499315407,3.760090051562263E19,1.20964112230111283E18,1.1452157173325114E9,3.1776772570049683E10
2,0.21,872.9999665029435,872.9993448311213,872.999966506803,872.999344831114,0.0017340917748081865,4.684583261346904E-6,0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,1891696.7107643539,1.2440473698221836E10,0.021649982499315407,3.760090051562263E19,1.20964112230111283E18,1.1452157173325114E9,3.1776772570049683E10
