cycleNumber, x, Tf, Ts , Tf* , Ts*,status, sigma, d, u_f, Re, Pr, Nu_fs,h_fs,h, hv, hv_f, hv_s, alpha_f, alpha_s,ex_d_out,ex_d_in,ex_c_out,ex_c_in, eta, Q_charged, Q_discharged,Q_max,capacity_factor
1,0.0,873.0,293.0,872.9997282941708,293.0,0,6.936367099232745E-5,4.684583261346903E-7,6.936367099232745E-4,0.005809457998791618,7646.219230769229,0.4058692805373954,7.035067529314854,6.961604492736677,835.3925391284012,7.525895972028841E-4,5.950089310031347E-4,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,6.10224745371795,40130.56031652695,0.0,1.2641257122867541E9,0.0,4.294558939996918E11,0.0
1,0.1,293.0,293.0,293.0405026350047,293.0,0,6.936367099232745E-5,4.684583261346903E-7,6.936367099232745E-4,0.005809457998791618,7646.219230769229,0.4058692805373954,7.035067529314854,6.961604492736677,835.3925391284012,7.525895972028841E-4,5.950089310031347E-4,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,6.10224745371795,40130.56031652695,0.0,1.2641257122867541E9,0.0,4.294558939996918E11,0.0
1,0.2,293.0,293.0,293.0,293.0,0,6.936367099232745E-5,4.684583261346903E-7,6.936367099232745E-4,0.005809457998791618,7646.219230769229,0.4058692805373954,7.035067529314854,6.961604492736677,835.3925391284012,7.525895972028841E-4,5.950089310031347E-4,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,6.10224745371795,40130.56031652695,0.0,1.2641257122867541E9,0.0,4.294558939996918E11,0.0
1,0.30000000000000004,293.0,293.0,293.0,293.0,0,6.936367099232745E-5,4.684583261346903E-7,6.936367099232745E-4,0.005809457998791618,7646.219230769229,0.4058692805373954,7.035067529314854,6.961604492736677,835.3925391284012,7.525895972028841E-4,5.950089310031347E-4,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,6.10224745371795,40130.56031652695,0.0,1.2641257122867541E9,0.0,4.294558939996918E11,0.0
1,0.4,293.0,293.0,293.0,293.0,0,6.936367099232745E-5,4.684583261346903E-7,6.936367099232745E-4,0.005809457998791618,7646.219230769229,0.4058692805373954,7.035067529314854,6.961604492736677,835.3925391284012,7.525895972028841E-4,5.950089310031347E-4,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,6.10224745371795,40130.56031652695,0.0,1.2641257122867541E9,0.0,4.294558939996918E11,0.0
1,0.5,293.0,293.0,293.0,293.0,0,6.936367099232745E-5,4.684583261346903E-7,6.936367099232745E-4,0.005809457998791618,7646.219230769229,0.4058692805373954,7.035067529314854,6.961604492736677,835.3925391284012,7.525895972028841E-4,5.950089310031347E-4,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,6.10224745371795,40130.56031652695,0.0,1.2641257122867541E9,0.0,4.294558939996918E11,0.0
1,0.6000000000000001,293.0,293.0,293.0,293.0,0,6.936367099232745E-5,4.684583261346903E-7,6.936367099232745E-4,0.005809457998791618,7646.219230769229,0.4058692805373954,7.035067529314854,6.961604492736677,835.3925391284012,7.525895972028841E-4,5.950089310031347E-4,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,6.10224745371795,40130.56031652695,0.0,1.2641257122867541E9,0.0,4.294558939996918E11,0.0
1,0.7000000000000001,293.0,293.0,293.0,293.0,0,6.936367099232745E-5,4.684583261346903E-7,6.936367099232745E-4,0.005809457998791618,7646.219230769229,0.4058692805373954,7.035067529314854,6.961604492736677,835.3925391284012,7.525895972028841E-4,5.950089310031347E-4,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,6.10224745371795,40130.56031652695,0.0,1.2641257122867541E9,0.0,4.294558939996918E11,0.0
1,0.8,293.0,293.0,293.0,293.0,0,6.936367099232745E-5,4.684583261346903E-7,6.936367099232745E-4,0.005809457998791618,7646.219230769229,0.4058692805373954,7.035067529314854,6.961604492736677,835.3925391284012,7.525895972028841E-4,5.950089310031347E-4,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,6.10224745371795,40130.56031652695,0.0,1.2641257122867541E9,0.0,4.294558939996918E11,0.0
1,0.9,293.0,293.0,293.0,293.0,0,6.936367099232745E-5,4.684583261346903E-7,6.936367099232745E-4,0.005809457998791618,7646.219230769229,0.4058692805373954,7.035067529314854,6.961604492736677,835.3925391284012,7.525895972028841E-4,5.950089310031347E-4,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,6.10224745371795,40130.56031652695,0.0,1.2641257122867541E9,0.0,4.294558939996918E11,0.0
1,1.0,293.0,293.0,293.0,293.0,0,6.936367099232745E-5,4.684583261346903E-7,6.936367099232745E-4,0.005809457998791618,7646.219230769229,0.4058692805373954,7.035067529314854,6.961604492736677,835.3925391284012,7.525895972028841E-4,5.950089310031347E-4,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,6.10224745371795,40130.56031652695,0.0,1.2641257122867541E9,0.0,4.294558939996918E11,0.0
1,1.1,293.0,293.0,293.0,293.0,0,6.936367099232745E-5,4.684583261346903E-7,6.936367099232745E-4,0.005809457998791618,7646.219230769229,0.4058692805373954,7.035067529314854,6.961604492736677,835.3925391284012,7.525895972028841E-4,5.950089310031347E-4,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,6.10224745371795,40130.56031652695,0.0,1.2641257122867541E9,0.0,4.294558939996918E11,0.0
1,1.2000000000000002,293.0,293.0,293.0,293.0,0,6.936367099232745E-5,4.684583261346903E-7,6.936367099232745E-4,0.005809457998791618,7646.219230769229,0.4058692805373954,7.035067529314854,6.961604492736677,835.3925391284012,7.525895972028841E-4,5.950089310031347E-4,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,6.10224745371795,40130.56031652695,0.0,1.2641257122867541E9,0.0,4.294558939996918E11,0.0
1,1.3,293.0,293.0,293.0,293.0,0,6.936367099232745E-5,4.684583261346903E-7,6.936367099232745E-4,0.005809457998791618,7646.219230769229,0.4058692805373954,7.035067529314854,6.961604492736677,835.3925391284012,7.525895972028841E-4,5.950089310031347E-4,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,6.10224745371795,40130.56031652695,0.0,1.2641257122867541E9,0.0,4.294558939996918E11,0.0
1,1.4000000000000001,293.0,293.0,293.0,293.0,0,6.936367099232745E-5,4.684583261346903E-7,6.936367099232745E-4,0.005809457998791618,7646.219230769229,0.4058692805373954,7.035067529314854,6.961604492736677,835.3925391284012,7.525895972028841E-4,5.950089310031347E-4,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,6.10224745371795,40130.56031652695,0.0,1.2641257122867541E9,0.0,4.294558939996918E11,0.0
