x, Ts, Tf
0.0,0.0,1.0
1.0,0.12533323356430426,0.9921147013144779
2.0,0.2486898871648548,0.9685831611286311
3.0,0.368124552684678,0.9297764858882513
4.0,0.4817536741017153,0.8763066800438636
5.0,0.5877852522924731,0.8090169943749475
6.0,0.6845471059286887,0.7289686274214116
7.0,0.7705132427757893,0.6374239897486896
8.0,0.8443279255020151,0.5358267949789965
9.0,0.9048270524660196,0.42577929156507266
10.0,0.9510565162951535,0.30901699437494745
11.0,0.9822872507286887,0.18738131458572452
12.0,0.9980267284282716,0.0627905195293133
13.0,0.9980267284282716,-0.0627905195293134
14.0,0.9822872507286886,-0.18738131458572482
15.0,0.9510565162951535,-0.30901699437494756
16.0,0.9048270524660195,-0.4257792915650727
17.0,0.844327925502015,-0.5358267949789969
18.0,0.7705132427757893,-0.6374239897486897
19.0,0.6845471059286885,-0.7289686274214117
20.0,0.5877852522924732,-0.8090169943749473
21.0,0.4817536741017152,-0.8763066800438636
22.0,0.36812455268467775,-0.9297764858882515
23.0,0.24868988716485482,-0.9685831611286311
24.0,0.1253332335643041,-0.9921147013144779
25.0,-3.216245299353273E-16,-1.0
26.0,-0.12533323356430429,-0.9921147013144779
27.0,-0.24868988716485502,-0.9685831611286311
28.0,-0.3681245526846783,-0.9297764858882512
29.0,-0.4817536741017154,-0.8763066800438636
30.0,-0.5877852522924734,-0.8090169943749472
31.0,-0.6845471059286887,-0.7289686274214116
32.0,-0.7705132427757894,-0.6374239897486895
33.0,-0.8443279255020153,-0.5358267949789963
34.0,-0.9048270524660198,-0.42577929156507216
35.0,-0.9510565162951535,-0.30901699437494756
36.0,-0.9822872507286887,-0.18738131458572463
37.0,-0.9980267284282716,-0.06279051952931321
38.0,-0.9980267284282716,0.06279051952931372
39.0,-0.9822872507286886,0.18738131458572513
40.0,-0.9510565162951536,0.30901699437494723
41.0,-0.9048270524660196,0.4257792915650726
42.0,-0.844327925502015,0.5358267949789968
43.0,-0.770513242775789,0.63742398974869
44.0,-0.6845471059286883,0.7289686274214119
45.0,-0.5877852522924726,0.8090169943749478
46.0,-0.4817536741017153,0.8763066800438636
47.0,-0.36812455268467786,0.9297764858882515
48.0,-0.2486898871648545,0.9685831611286312
49.0,-0.1253332335643038,0.9921147013144779
50.0,6.432490598706546E-16,1.0
51.0,0.12533323356430418,0.9921147013144779
52.0,0.24868988716485488,0.9685831611286311
53.0,0.3681245526846782,0.9297764858882513
54.0,0.48175367410171566,0.8763066800438634
55.0,0.5877852522924736,0.8090169943749471
56.0,0.6845471059286893,0.728968627421411
57.0,0.7705132427757893,0.6374239897486896
58.0,0.8443279255020152,0.5358267949789964
59.0,0.9048270524660197,0.42577929156507227
60.0,0.9510565162951538,0.30901699437494684
61.0,0.9822872507286888,0.18738131458572388
62.0,0.9980267284282716,0.06279051952931332
63.0,0.9980267284282716,-0.0627905195293136
64.0,0.9822872507286886,-0.18738131458572502
65.0,0.9510565162951536,-0.3090169943749471
66.0,0.9048270524660192,-0.4257792915650733
67.0,0.8443279255020151,-0.5358267949789967
68.0,0.7705132427757886,-0.6374239897486905
69.0,0.6845471059286884,-0.7289686274214118
70.0,0.5877852522924734,-0.8090169943749472
71.0,0.48175367410171466,-0.8763066800438639
72.0,0.368124552684678,-0.9297764858882515
73.0,0.24868988716485377,-0.9685831611286314
74.0,0.1253332335643039,-0.9921147013144779
75.0,3.6739403974420594E-16,-1.0
76.0,-0.12533323356430492,-0.9921147013144778
77.0,-0.24868988716485477,-0.9685831611286311
78.0,-0.3681245526846789,-0.929776485888251
79.0,-0.48175367410171555,-0.8763066800438635
80.0,-0.5877852522924728,-0.8090169943749477
81.0,-0.6845471059286892,-0.728968627421411
82.0,-0.7705132427757891,-0.6374239897486897
83.0,-0.8443279255020156,-0.5358267949789958
84.0,-0.9048270524660197,-0.4257792915650724
85.0,-0.951056516295154,-0.3090169943749461
86.0,-0.9822872507286888,-0.187381314585724
87.0,-0.9980267284282716,-0.06279051952931344
88.0,-0.9980267284282714,0.06279051952931436
89.0,-0.9822872507286886,0.1873813145857249
90.0,-0.9510565162951532,0.3090169943749487
91.0,-0.9048270524660192,0.4257792915650732
92.0,-0.8443279255020152,0.5358267949789965
93.0,-0.7705132427757886,0.6374239897486904
94.0,-0.6845471059286885,0.7289686274214117
95.0,-0.587785252292472,0.8090169943749482
96.0,-0.48175367410171477,0.8763066800438639
97.0,-0.3681245526846781,0.9297764858882513
98.0,-0.24868988716485388,0.9685831611286313
99.0,-0.125333233564304,0.9921147013144779
