x, Ts, Tf
0.0,288.0,773.0
0.02,288.0,288.0
0.04,288.0,288.0
0.06,288.0,288.0
0.08,288.0,288.0
0.1,288.0,288.0
0.12,288.0,288.0
0.14,288.0,288.0
0.16,288.0,288.0
0.18,288.0,288.0
0.2,288.0,288.0
0.22,288.0,288.0
0.24,288.0,288.0
0.26,288.0,288.0
0.28,288.0,288.0
0.3,288.0,288.0
0.32,288.0,288.0
0.34,288.0,288.0
0.36,288.0,288.0
0.38,288.0,288.0
0.4,288.0,288.0
0.42,288.0,288.0
0.44,288.0,288.0
0.46,288.0,288.0
0.48,288.0,288.0
0.5,288.0,288.0
0.52,288.0,288.0
0.54,288.0,288.0
0.56,288.0,288.0
0.58,288.0,288.0
0.6,288.0,288.0
0.62,288.0,288.0
0.64,288.0,288.0
0.66,288.0,288.0
0.68,288.0,288.0
0.7000000000000001,288.0,288.0
0.72,288.0,288.0
0.74,288.0,288.0
0.76,288.0,288.0
0.78,288.0,288.0
0.8,288.0,288.0
0.8200000000000001,288.0,288.0
0.84,288.0,288.0
0.86,288.0,288.0
0.88,288.0,288.0
0.9,288.0,288.0
0.92,288.0,288.0
0.9400000000000001,288.0,288.0
0.96,288.0,288.0
0.98,288.0,288.0
1.0,288.0,288.0
1.02,288.0,288.0
1.04,288.0,288.0
1.06,288.0,288.0
1.08,288.0,288.0
1.1,288.0,288.0
1.12,288.0,288.0
1.1400000000000001,288.0,288.0
1.16,288.0,288.0
1.18,288.0,288.0
1.2,288.0,288.0
1.22,288.0,288.0
1.24,288.0,288.0
1.26,288.0,288.0
1.28,288.0,288.0
1.3,288.0,288.0
1.32,288.0,288.0
1.34,288.0,288.0
1.36,288.0,288.0
1.3800000000000001,288.0,288.0
1.4000000000000001,288.0,288.0
1.42,288.0,288.0
1.44,288.0,288.0
1.46,288.0,288.0
1.48,288.0,288.0
1.5,288.0,288.0
1.52,288.0,288.0
1.54,288.0,288.0
1.56,288.0,288.0
1.58,288.0,288.0
1.6,288.0,288.0
1.62,288.0,288.0
1.6400000000000001,288.0,288.0
1.6600000000000001,288.0,288.0
1.68,288.0,288.0
1.7,288.0,288.0
1.72,288.0,288.0
1.74,288.0,288.0
1.76,288.0,288.0
1.78,288.0,288.0
1.8,288.0,288.0
1.82,288.0,288.0
1.84,288.0,288.0
1.86,288.0,288.0
1.8800000000000001,288.0,288.0
1.9000000000000001,288.0,288.0
1.92,288.0,288.0
