x, Ts, Tf
0.0,293.0,873.0
0.01,436.89970190248835,872.9487626107123
0.02,537.6728688756945,872.9093706946536
0.03,607.5488858927014,872.8781926054485
0.04,655.4474485465628,872.8526451016204
0.05,687.854543521841,872.8309072937211
0.06,709.4620462107247,872.811709769261
0.07,723.6381322580007,872.7941790090325
0.08,732.7760653807994,872.7777227989878
0.09,738.5546756067783,872.7619462577286
0.1,742.1337423431186,872.7465908283997
0.11,744.3005437318524,872.7314904952401
0.12,745.5791860715491,872.7165408501694
0.13,746.3112822973974,872.7016776419998
0.14,746.7145468264989,872.6868622127264
0.15,746.9245023381388,872.6720718360248
0.16,747.0234772253093,872.6572934641699
0.17,747.0602506243982,872.6425197841451
0.18,747.0629984792373,872.6277467955446
0.19,747.0475829444142,872.6129723629261
0.2,747.0227060315518,872.5981953740067
0.21,746.9930196422595,872.5834152634839
0.22,746.960947098955,872.5686317510069
0.23,746.9277186929577,872.553844700897
0.24,746.8939432473434,872.539054049069
0.25,746.8599144933652,872.5242597659827
0.26,746.8257706252821,872.5094618383521
0.27,746.7915750633215,872.4946602603463
0.28,746.7573562056804,872.4798550294788
0.29,746.7231264636051,872.465046144719
0.3,746.6888911330938,872.4502336056624
0.31,746.6546524214057,872.4354174121625
0.32,746.6204112274855,872.4205975641794
0.33,746.5861679093305,872.405774061715
0.34,746.5519226065277,872.3909469047875
0.35000000000000003,746.5176753725196,872.3761160934214
0.36,746.4834262275356,872.3612816276452
0.37,746.4491751792965,872.3464435074854
0.38,746.4149222309113,872.331601732971
0.39,746.3806673838232,872.3167563041314
0.4,746.3464106388877,872.301907220994
0.41000000000000003,746.3121519967574,872.2870544835886
0.42,746.2778914580249,872.272198091944
0.43,746.2436290232499,872.2573380460905
0.44,746.2093646929842,872.2424743460554
0.45,746.1750984677874,872.2276069918696
0.46,746.1408303482102,872.2127359835622
0.47000000000000003,746.106560334804,872.1978613211612
0.48,746.0722884281229,872.1829830046985
0.49,746.038014628719,872.1681010342033
0.5,746.0037389371428,872.153215409705
0.51,745.9694613539475,872.1383261312322
0.52,745.9351818796883,872.1234331988185
0.53,745.9009005149159,872.1085366124909
0.54,745.8666172601827,872.0936363722801
0.55,745.8323321160425,872.0787324782176
0.56,745.7980450830466,872.0638249303329
0.5700000000000001,745.7637561617481,872.0489137286582
0.58,745.7294653527033,872.0339988732206
0.59,745.6951726564604,872.0190803640553
0.6,745.6608780735664,872.0041582011901
0.61,745.6265816045712,871.989232384656
0.62,745.5922832499934,871.9743029144846
0.63,745.5579830102968,871.9593697907092
0.64,745.5236808857628,871.9444330133584
0.65,745.4893768761505,871.9294925824631
0.66,745.4550709797105,871.9145484980556
0.67,745.4207631905215,871.8996007601671
0.68,745.3864534912751,871.8846493688234
0.6900000000000001,745.3521418342995,871.8696943240493
0.7000000000000001,745.3178280927816,871.8547356258539
0.71,745.283511938361,871.8397732742026
0.72,745.2491925412165,871.8248072689706
0.73,745.2148678533086,871.8098376097885
0.74,745.1805329379755,871.7948642957073
0.75,745.146176175621,871.7798873244146
0.76,745.1117708676258,871.7649066904609
0.77,745.0772571455501,871.7499223813638
0.78,745.0425040348181,871.7349343692582
0.79,745.0072320689366,871.7199425934542
0.8,744.9708598037067,871.7049469249546
0.81,744.9322079641789,871.6899470962533
0.8200000000000001,744.8889454607005,871.6749425660265
0.8300000000000001,744.8365820815673,871.6599322655164
0.84,744.7666905069982,871.644914136077
0.85,744.6638605654896,871.6298843089438
0.86,744.5006362111342,871.6148356902867
0.87,744.2293476559317,871.5997555868344
0.88,743.7693196745091,871.5846218289203
0.89,742.9874111615278,871.5693966075976
0.9,741.6692237485727,871.5540169297486
0.91,739.4776071922718,871.5383801989369
0.92,735.8942621522237,871.5223229364916
0.93,730.1392227628398,871.5055900443549
0.9400000000000001,721.0616346656542,871.4877912377623
0.9500000000000001,706.9932555177072,871.4683402687933
0.96,685.5530813150568,871.4463711995455
0.97,653.386881559907,871.4206240787832
0.98,605.8185038829085,871.3892896531632
0.99,536.3797399322843,871.34977576578
1.0,436.17132946083814,871.1829279547974
1.01,293.0,293.0
