x, Tf, Ts , Tf* , Ts*
0.0,873.0,866.2293092615784,872.99999999878,866.2293092578246
0.01,872.9993900154553,866.2288921821091,872.9993961153007,866.2288921787671
0.02,872.9987799714137,866.2281037674719,872.9987860718538,866.2281037645187
0.03,872.9981698383259,866.2269872135633,872.9981759396566,866.2269872109631
0.04,872.9975595901697,866.2255817384748,872.9975656926509,866.2255817361902
0.05,872.9969492040683,866.2239224086278,872.9969553079289,866.2239224066252
0.06,872.9963386599919,866.222040574167,872.9963447654324,866.2220405724181
0.07,872.9957279404413,866.2199644267633,872.9957340476365,866.2199644252435
0.08,872.9951170301952,866.2177194006689,872.9951231392972,866.2177193993551
0.09,872.9945059161212,866.2153284005909,872.9945120272614,866.2153283994618
0.1,872.9938945869238,866.2128119409705,872.9939007002154,866.2128119400055
0.11,872.9932830329512,866.2101882671622,872.9932891484905,866.2101882663422
0.12,872.9926712460026,866.2074734886444,872.9926773638716,866.2074734879516
0.13,872.9920592191506,866.204681728587,872.9920653394187,866.2046817280049
0.14,872.9914469465754,866.2018252844139,872.9914530693006,866.2018252839274
0.15,872.9908344234166,866.1989147922741,872.9908405486477,866.1989147918699
0.16,872.9902216456238,866.1959593907,872.9902277734012,866.1959593903659
0.17,872.9896086098745,866.1929668794055,872.9896147402314,866.1929668791311
0.18,872.9889953134295,866.1899438709365,872.9890014463934,866.1899438707122
0.19,872.9883817540515,866.1868959336247,872.9883878896447,866.1868959334422
0.2,872.987767929923,866.1838277243153,872.9877740681637,866.1838277241676
0.21,872.9871538395747,866.180743110792,872.9871599804776,866.1807431106731
0.22,872.9865394818246,866.1776452828517,872.9865456254015,866.1776452827563
0.23,872.9859248557269,866.1745368526769,872.9859310019873,866.1745368526006
0.24,872.9853099605264,866.1714199437844,872.9853161094778,866.1714199437235
0.25,872.9846947956223,866.1682962705607,872.9847009472708,866.1682962705122
0.26,872.9840793605384,866.1651672060016,872.9840855148886,866.1651672059629
0.27,872.9834636548973,866.1620338424536,872.9834698119531,866.1620338424227
0.28,872.9828476783961,866.1588970414456,872.9828538381605,866.1588970414207
0.29,872.9822314307967,866.1557574792025,872.9822375932721,866.1557574791824
