x, Ts, Tf
0.0,10.0,773.0
1.0,15.348199412514308,766.2353969295233
2.0,20.611436517328645,759.5766840180393
3.0,25.79106053674512,753.0236814740017
4.0,30.888399267087458,746.5747105912459
5.0,35.90475941895074,740.2281193218694
6.0,40.8414269520479,733.9822818528919
7.0,45.699667404738804,727.8355981896393
8.0,50.48072621832628,721.7864937457417
9.0,55.185829056202294,715.8334189396444
10.0,59.816182117925955,709.9748487975241
11.0,64.37297244831394,704.2092825625133
12.0,68.85736824162248,698.5352433101281
13.0,73.2705191408988,692.9512775698053
14.0,77.61355653257885,687.4559549524475
15.0,81.8875938364068,682.0478677838844
16.0,86.09372679075031,676.7256307441535
17.0,90.23303373338528,671.4878805125106
18.0,94.30657587782139,666.3332754180769
19.0,98.31539758523957,661.2604950960331
20.0,102.26052663211118,656.2682401492744
21.0,106.14297447356715,651.3552318154386
22.0,109.96373650258488,646.5202116392204
23.0,113.72379230505915,641.7619411498912
24.0,117.42410591082238,637.0792015439387
25.0,121.06562604067878,632.4707933727469
26.0,124.64928634951534,627.9355362352358
27.0,128.17600566555234,623.4722684753814
28.0,131.64668822579438,619.0798468845402
29.0,135.0622239077425,614.7571464085
30.0,138.42348845742643,610.5030598591833
31.0,141.73134371381602,606.3164976309282
32.0,144.98663782966852,602.1963874212762
33.0,148.1902054888691,598.1416739561928
34.0,151.34286812031976,594.1513187196514
35.0,154.44543410843175,590.224299687513
36.0,157.49869900027517,586.3596110656304
37.0,160.5034457094391,582.5562630321119
38.0,163.4604447166544,578.8132814836787
39.0,166.37045426723043,575.1297077860486
40.0,169.2342205653566,571.5045985282852
41.0,172.0524779653183,567.9370252810475
42.0,174.82594915967616,564.4260743586779
43.0,177.55534536445717,560.9708465850695
44.0,180.24136650140477,557.5704570632508
45.0,182.88470137733484,554.2240349486294
46.0,185.48602786064345,550.9307232258367
47.0,188.04601305501168,547.6896784891171
48.0,190.5653134703518,544.5000707262031
49.0,193.04457519103903,541.3610831056242
50.0,195.48443404147142,538.2719117673922
51.0,197.885515749001,535.2317656170112
52.0,200.2484361042772,532.2398661227585
53.0,202.57380111904413,529.295447116184
54.0,204.86220718143196,526.3977545957796
55.0,207.11424120878226,523.5460465337643
56.0,209.3304807980465,520.7395926859386
57.0,211.51149437379598,517.9776744045589
58.0,213.65784133388152,515.2595844541823
59.0,215.77007219278,512.5846268304372
60.0,217.84872872266448,509.95211658167
61.0,219.8943440922341,507.3613796334267
62.0,221.90744300333938,504.8117526157192
63.0,223.88854182543778,502.3025826930364
64.0,225.8381487279142,499.8332273970539
65.0,227.75676381030001,497.4030544620006
66.0,229.64487923042438,495.0114416626395
67.0,231.50297933053048,492.65777665482193
68.0,233.33154076138874,490.34145681857314
69.0,235.13103260443947,488.06188910367024
70.0,236.90191649199556,485.81848987767205
71.0,238.64464672553646,483.6106847763627
72.0,240.35967039212366,481.4379085565697
73.0,242.04742747896728,479.29960495131974
74.0,243.70835098617354,477.1952265272942
75.0,245.3428670377016,475.12423454454887
76.0,246.95139499055853,473.08609881846087
77.0,248.53434754226006,471.0802975838681
78.0,250.09213083658503,469.1063173613662
79.0,251.6251445676502,467.1636528257287
80.0,253.1337820823326,465.2518066764165
81.0,254.61843048106508,463.3702895101442
82.0,256.0794707170315,461.5186196954695
83.0,257.51727769378635,459.6963232493747
84.0,258.9322203613247,457.90293371580765
85.0,260.32466181062586,456.13799204615185
86.0,261.69495936669585,454.4010464815945
87.0,263.04346468013296,452.6916524373625
88.0,264.3705238172382,451.00937238879726
89.0,265.6764773486958,449.35377575923815
90.0,266.9616604368444,447.72443880968666
91.0,268.22640292156325,446.1209445302227
92.0,269.47102940479414,444.542882533145
93.0,270.695859333721,442.9898489478091
94.0,271.90120708262873,441.4614463171344
95.0,273.0873820334622,439.95728349575546
96.0,274.25468865510567,438.4769755497905
97.0,275.4034265814035,437.02014365820133
98.0,276.5338906879416,435.58641501572
99.0,277.6463711676099,434.1754227373169
