cycleNumber, x, Tf, Ts , Tf* , Ts*,status, sigma, d, u_f, Re, Pr, Nu_fs,h_fs,h, hv, hv_f, hv_s, alpha_f, alpha_s,ex_d_out,ex_d_in,ex_c_out,ex_c_in, eta, Q_charged, Q_discharged,Q_max,capacity_factor
1,0.0,772.5745801273,806.7361430431868,772.5740629127798,806.7361358911462,2,-6.936367099232745E-5,4.684583261346903E-7,-6.936367099232745E-4,0.005809457998791618,7646.219230769229,0.4058692805373954,7.035067529314854,6.961604492736677,835.3925391284012,7.525895972028841E-4,5.950089310031347E-4,4.6845832613469043E-7,1.4245014245014244E-6,2.6414276997442307E10,4393612.064440734,8787242.449757295,5.778804698770436E10,0.0,1.292093561305998E11,6.984645162611284E10,4.294558939996918E11,0.0
1,0.1,765.1680392527536,801.7154105630187,765.1674952728304,801.7154091328802,2,-6.936367099232745E-5,4.684583261346903E-7,-6.936367099232745E-4,0.005809457998791618,7646.219230769229,0.4058692805373954,7.035067529314854,6.961604492736677,835.3925391284012,7.525895972028841E-4,5.950089310031347E-4,4.6845832613469043E-7,1.4245014245014244E-6,2.6414276997442307E10,4393612.064440734,8787242.449757295,5.778804698770436E10,0.0,1.292093561305998E11,6.984645162611284E10,4.294558939996918E11,0.0
1,0.2,757.3285306441202,795.6907208120266,757.3279643259676,795.6907202090919,2,-6.936367099232745E-5,4.684583261346903E-7,-6.936367099232745E-4,0.005809457998791618,7646.219230769229,0.4058692805373954,7.035067529314854,6.961604492736677,835.3925391284012,7.525895972028841E-4,5.950089310031347E-4,4.6845832613469043E-7,1.4245014245014244E-6,2.6414276997442307E10,4393612.064440734,8787242.449757295,5.778804698770436E10,0.0,1.292093561305998E11,6.984645162611284E10,4.294558939996918E11,0.0
1,0.30000000000000004,749.166232842606,789.2427708630162,749.1656453268931,789.242770368255,2,-6.936367099232745E-5,4.684583261346903E-7,-6.936367099232745E-4,0.005809457998791618,7646.219230769229,0.4058692805373954,7.035067529314854,6.961604492736677,835.3925391284012,7.525895972028841E-4,5.950089310031347E-4,4.6845832613469043E-7,1.4245014245014244E-6,2.6414276997442307E10,4393612.064440734,8787242.449757295,5.778804698770436E10,0.0,1.292093561305998E11,6.984645162611284E10,4.294558939996918E11,0.0
1,0.4,740.6982194098845,782.4474985594474,740.6976114672184,782.4474980797027,2,-6.936367099232745E-5,4.684583261346903E-7,-6.936367099232745E-4,0.005809457998791618,7646.219230769229,0.4058692805373954,7.035067529314854,6.961604492736677,835.3925391284012,7.525895972028841E-4,5.950089310031347E-4,4.6845832613469043E-7,1.4245014245014244E-6,2.6414276997442307E10,4393612.064440734,8787242.449757295,5.778804698770436E10,0.0,1.292093561305998E11,6.984645162611284E10,4.294558939996918E11,0.0
1,0.5,731.9356400145457,775.3154454555148,731.9350124687334,775.3154449812924,2,-6.936367099232745E-5,4.684583261346903E-7,-6.936367099232745E-4,0.005809457998791618,7646.219230769229,0.4058692805373954,7.035067529314854,6.961604492736677,835.3925391284012,7.525895972028841E-4,5.950089310031347E-4,4.6845832613469043E-7,1.4245014245014244E-6,2.6414276997442307E10,4393612.064440734,8787242.449757295,5.778804698770436E10,0.0,1.292093561305998E11,6.984645162611284E10,4.294558939996918E11,0.0
1,0.6000000000000001,722.8903664180145,767.8504882799995,722.8897201957291,767.8504878122956,2,-6.936367099232745E-5,4.684583261346903E-7,-6.936367099232745E-4,0.005809457998791618,7646.219230769229,0.4058692805373954,7.035067529314854,6.961604492736677,835.3925391284012,7.525895972028841E-4,5.950089310031347E-4,4.6845832613469043E-7,1.4245014245014244E-6,2.6414276997442307E10,4393612.064440734,8787242.449757295,5.778804698770436E10,0.0,1.292093561305998E11,6.984645162611284E10,4.294558939996918E11,0.0
1,0.7000000000000001,713.5757482683309,760.0572029987198,713.5750844014763,760.0572025398062,2,-6.936367099232745E-5,4.684583261346903E-7,-6.936367099232745E-4,0.005809457998791618,7646.219230769229,0.4058692805373954,7.035067529314854,6.961604492736677,835.3925391284012,7.525895972028841E-4,5.950089310031347E-4,4.6845832613469043E-7,1.4245014245014244E-6,2.6414276997442307E10,4393612.064440734,8787242.449757295,5.778804698770436E10,0.0,1.292093561305998E11,6.984645162611284E10,4.294558939996918E11,0.0
1,0.8,704.0066520432472,751.9417603435504,704.0059716648855,751.9417598958696,2,-6.936367099232745E-5,4.684583261346903E-7,-6.936367099232745E-4,0.005809457998791618,7646.219230769229,0.4058692805373954,7.035067529314854,6.961604492736677,835.3925391284012,7.525895972028841E-4,5.950089310031347E-4,4.6845832613469043E-7,1.4245014245014244E-6,2.6414276997442307E10,4393612.064440734,8787242.449757295,5.778804698770436E10,0.0,1.292093561305998E11,6.984645162611284E10,4.294558939996918E11,0.0
1,0.9,694.1994029844976,743.5120457313053,694.1987073231392,743.5120452973224,2,-6.936367099232745E-5,4.684583261346903E-7,-6.936367099232745E-4,0.005809457998791618,7646.219230769229,0.4058692805373954,7.035067529314854,6.961604492736677,835.3925391284012,7.525895972028841E-4,5.950089310031347E-4,4.6845832613469043E-7,1.4245014245014244E-6,2.6414276997442307E10,4393612.064440734,8787242.449757295,5.778804698770436E10,0.0,1.292093561305998E11,6.984645162611284E10,4.294558939996918E11,0.0
