cycleNumber, x, Tf, Ts , Tf* , Ts*, sigma, d, u_f, Re, Pr, Nu_fs, hv, hv_f, hv_s, alpha_f, alpha_s,ex_d_out,ex_d_in,ex_c_out,ex_c_in, eta, Q_charged, Q_discharged,Q_max,capacity_factor
1,0.0,873.0,872.9986803714172,872.9999999999786,872.9986803712733,0.0017340917748081865,4.684583261346904E-6,0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,1708629.2871236035,1.12365568885676E10,0.0,1.5557084101003563E19,0.0,1.1452157173325114E9,1.3584413718351536E10
1,0.01,872.9999954298614,872.9986702638777,872.9999954377861,872.9986702637524,0.0017340917748081865,4.684583261346904E-6,0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,1708629.2871236035,1.12365568885676E10,0.0,1.5557084101003563E19,0.0,1.1452157173325114E9,1.3584413718351536E10
1,0.02,872.9999907982925,872.9986513633507,872.9999908063236,872.9986513632418,0.0017340917748081865,4.684583261346904E-6,0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,1708629.2871236035,1.12365568885676E10,0.0,1.5557084101003563E19,0.0,1.1452157173325114E9,1.3584413718351536E10
1,0.03,872.9999860790624,872.9986248149637,872.9999860872455,872.9986248148689,0.0017340917748081865,4.684583261346904E-6,0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,1708629.2871236035,1.12365568885676E10,0.0,1.5557084101003563E19,0.0,1.1452157173325114E9,1.3584413718351536E10
1,0.04,872.9999812494533,872.9985916135128,872.9999812578277,872.9985916134302,0.0017340917748081865,4.684583261346904E-6,0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,1708629.2871236035,1.12365568885676E10,0.0,1.5557084101003563E19,0.0,1.1452157173325114E9,1.3584413718351536E10
1,0.05,872.9999762895974,872.9985526191756,872.9999762981976,872.9985526191036,0.0017340917748081865,4.684583261346904E-6,0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,1708629.2871236035,1.12365568885676E10,0.0,1.5557084101003563E19,0.0,1.1452157173325114E9,1.3584413718351536E10
1,0.06,872.9999711822483,872.9985085717433,872.9999711911041,872.9985085716803,0.0017340917748081865,4.684583261346904E-6,0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,1708629.2871236035,1.12365568885676E10,0.0,1.5557084101003563E19,0.0,1.1452157173325114E9,1.3584413718351536E10
1,0.07,872.9999659124182,872.9984601035095,872.9999659215558,872.9984601034541,0.0017340917748081865,4.684583261346904E-6,0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,1708629.2871236035,1.12365568885676E10,0.0,1.5557084101003563E19,0.0,1.1452157173325114E9,1.3584413718351536E10
1,0.08,872.9999604668475,872.9984077511381,872.9999604762897,872.9984077510892,0.0017340917748081865,4.684583261346904E-6,0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,1708629.2871236035,1.12365568885676E10,0.0,1.5557084101003563E19,0.0,1.1452157173325114E9,1.3584413718351536E10
1,0.09,872.9999548339711,872.9983519665842,872.9999548437381,872.9983519665407,0.0017340917748081865,4.684583261346904E-6,0.017340917748081865,0.14523644996979043,7646.219230769229,3.470133536441943,6620.548852159443,0.005964329294952998,0.004715490635441199,4.6845832613469043E-7,1.4245014245014244E-6,0.0,0.0,1708629.2871236035,1.12365568885676E10,0.0,1.5557084101003563E19,0.0,1.1452157173325114E9,1.3584413718351536E10
