x, Ts, Tf
0.0,288.0,773.0
1.0,508.45454545454544,552.5454545454545
2.0,528.4952064049587,532.5035370041321
3.0,530.3164734147414,530.6809432623836
4.0,530.481436440988,530.5146471310634
5.0,530.4958267935659,530.4989230973744
6.0,530.4965287605753,530.4968874002213
7.0,530.4959863339859,530.496096095544
8.0,530.4953307826839,530.4954179188112
9.0,530.4946649490126,530.494750028076
10.0,530.4939981822503,530.4940830740961
11.0,530.4933313323287,530.4934162069428
12.0,530.4926644765145,530.4927493493499
13.0,530.4919976218317,530.4920824942932
14.0,530.4913307689189,530.4914156411342
15.0,530.4906639178341,530.4907487898149
16.0,530.4899970685826,530.4900819403299
17.0,530.4893302211649,530.4894150926788
18.0,530.488663375581,530.4887482468615
19.0,530.4879965318311,530.4880814028782
20.0,530.4873296899149,530.4874145607286
21.0,530.4866628498326,530.4867477204127
22.0,530.4859960115839,530.4860808819308
23.0,530.4853291751691,530.4854140452826
24.0,530.4846623405882,530.4847472104682
25.0,530.483995507841,530.4840803774877
26.0,530.4833286769276,530.4834135463409
27.0,530.482661847848,530.4827467170279
28.0,530.4819950206022,530.4820798895487
29.0,530.4813281951901,530.4814130639032
30.0,530.4806613716119,530.4807462400915
31.0,530.4799945498673,530.4800794181137
32.0,530.4793277299566,530.4794125979696
33.0,530.4786609118796,530.4787457796592
34.0,530.4779940956364,530.4780789631825
35.0,530.4773272812268,530.4774121485397
36.0,530.4766604686511,530.4767453357306
37.0,530.475993657909,530.476078524755
38.0,530.4753268490008,530.4754117156134
39.0,530.4746600419262,530.4747449083054
40.0,530.4739932366853,530.4740781028311
41.0,530.4733264332781,530.4734112991906
42.0,530.4726596317047,530.4727444973838
43.0,530.4719928319649,530.4720776974107
44.0,530.4713260340588,530.4714108992713
45.0,530.4706592379865,530.4707441029656
46.0,530.469992443748,530.4700773084935
47.0,530.469325651343,530.4694105158551
48.0,530.4686588607716,530.4687437250504
49.0,530.467992072034,530.4680769360795
50.0,530.4673252851301,530.4674101489421
51.0,530.4666585000598,530.4667433636384
52.0,530.4659917168232,530.4660765801685
53.0,530.4653249354203,530.4654097985323
54.0,530.464658155851,530.4647430187296
55.0,530.4639913781152,530.4640762407605
56.0,530.4633246022132,530.4634094646251
57.0,530.4626578281448,530.4627426903232
58.0,530.46199105591,530.4620759178551
59.0,530.4613242855088,530.4614091472206
60.0,530.4606575169413,530.4607423784197
61.0,530.4599907502075,530.4600756114525
62.0,530.4593239853072,530.4594088463188
63.0,530.4586572222405,530.4587420830187
64.0,530.4579904610074,530.4580753215523
65.0,530.457323701608,530.4574085619195
66.0,530.456656944042,530.4567418041202
67.0,530.4559901883097,530.4560750481544
68.0,530.4553234344108,530.4554082940223
69.0,530.4546566823457,530.4547415417237
70.0,530.453989932114,530.4540747912588
71.0,530.4533231837161,530.4534080426274
72.0,530.4526564371515,530.4527412958296
73.0,530.4519896924206,530.4520745508652
74.0,530.4513229495233,530.4514078077344
75.0,530.4506562084595,530.4507410664373
76.0,530.4499894692292,530.4500743269737
77.0,530.4493227318324,530.4494075893435
78.0,530.448655996269,530.448740853547
79.0,530.4479892625393,530.4480741195838
80.0,530.4473225306431,530.4474073874542
81.0,530.4466558005804,530.4467406571581
82.0,530.4459890723512,530.4460739286956
83.0,530.4453223459554,530.4454072020665
84.0,530.4446556213932,530.4447404772709
85.0,530.4439888986645,530.4440737543088
86.0,530.4433221777692,530.4434070331802
87.0,530.4426554587075,530.4427403138851
88.0,530.4419887414792,530.4420735964235
89.0,530.4413220260844,530.4414068807953
90.0,530.4406553125232,530.4407401670007
91.0,530.4399886007953,530.4400734550395
92.0,530.4393218909009,530.4394067449118
93.0,530.43865518284,530.4387400366174
94.0,530.4379884766124,530.4380733301566
95.0,530.4373217722184,530.4374066255292
96.0,530.4366550696577,530.4367399227352
97.0,530.4359883689306,530.4360732217747
98.0,530.4353216700368,530.4354065226476
99.0,530.4346549729764,530.4347398253539
